Introducing Claire Reed - Editor of The CCIO Handbooks,https://groups.google.com/forum/#!topic/ccio/g9qK6Zefb3w,,
January Best Practice Webinars,https://groups.google.com/forum/#!topic/ccio/oqpHtpzBWjQ,,
Best Practice Webinars 2015,https://groups.google.com/forum/#!topic/ccio/Ag3YbBBxpU0,,
CCIO Leaders Network Summer School 2015,https://groups.google.com/forum/#!topic/ccio/ph0516jRmsU,,
December's Best Practice Webinar - “Connecting Care – Our story so far….”,https://groups.google.com/forum/#!topic/ccio/jF5ksrxN7wc,,
Best Practice Webinars,https://groups.google.com/forum/#!topic/ccio/Jx1v0Qn5SMk,,
"November Best Practice Webinar ""Best practice in eConsent""",https://groups.google.com/forum/#!topic/ccio/aupASiNTq9M,,
Current CCIO Leaders Network Google Group Members,https://groups.google.com/forum/#!topic/ccio/Zu6FqfKcY5g,,
"Fwd: £240m technology fund raided to prop up A&E, sources say",https://groups.google.com/forum/#!topic/ccio/XmBU6pJwt9k,,
Coming Soon!,https://groups.google.com/forum/#!topic/ccio/GY5BoytnFE0,,
"Re: NHSE Clinical Utilisation Review in 15/16 - ""accredited systems"" or market distortion?",https://groups.google.com/forum/#!topic/ccio/NiijxiaYb1A,,
Declaration of interest,https://groups.google.com/forum/#!topic/ccio/TBS91tjWH2Q,,
FW: IG training,https://groups.google.com/forum/#!topic/ccio/TxqVp0j7VlE,,
"Re: NHSE Clinical Utilisation Review in 15/16 - ""accredited systems"" or market distortion?",https://groups.google.com/forum/#!topic/ccio/cCKFP7dwDks,,
IG training,https://groups.google.com/forum/#!topic/ccio/s2QXT_XDMhA,,
Potential Impact of Technology on Workforce over next 10-20 Years,https://groups.google.com/forum/#!topic/ccio/sgMJ91ILAHk,,
CCIO Handbooks – Content Plans,https://groups.google.com/forum/#!topic/ccio/gr7hcbMXhYA,,
Controlled Drugs,https://groups.google.com/forum/#!topic/ccio/bGwd1SAISkE,,
RE: CCIO Handbooks – Content Plans,https://groups.google.com/forum/#!topic/ccio/LrynsPZbagU,,
Information: to share or not to share: the first year: the Independent Information Governance Oversight Panel’s report to the Secretary of State for Health,https://groups.google.com/forum/#!topic/ccio/8YXuAldfRxA,,
mHealth in hospitals,https://groups.google.com/forum/#!topic/ccio/Nh5WiDuBdBw,,
E-Health Insider :: NHSmail SMS funding extended for GPs,https://groups.google.com/forum/#!topic/ccio/qnAGseEOZ6M,,
RE: Tech Fund 2 - any word on what's happening?,https://groups.google.com/forum/#!topic/ccio/3al-m_tvO0I,,
Tech Fund 2 - any word on what's happening?,https://groups.google.com/forum/#!topic/ccio/t7MFIwFMhoM,,
why-you-should-ditch-your-it-system.. related to Clinical Documentation in the 21st Century,https://groups.google.com/forum/#!topic/ccio/A2cJaobC4cY,,
Clinical Documentation in the 21st Century: Policy Position Paper,https://groups.google.com/forum/#!topic/ccio/peGpX6qKtl4,,
For info - Publication of TECS toolkit,https://groups.google.com/forum/#!topic/ccio/q10bTtRxQy8,,
NHS England/HSCIC Published Today - Guidance on the contents and structure of ambulance records,https://groups.google.com/forum/#!topic/ccio/VW_9qdNw6bI,,
Summer School,https://groups.google.com/forum/#!topic/ccio/fGjtirXzUl0,,
Re: PLUSONESUGGESTIONS,https://groups.google.com/forum/#!topic/ccio/FTlJJUDQ-o4,,
BYOD Policy,https://groups.google.com/forum/#!topic/ccio/K5rZDCzPrWY,,
HSJ Inspirational Women 2014,https://groups.google.com/forum/#!topic/ccio/zreCu3EgAQo,,
Content management support systems,https://groups.google.com/forum/#!topic/ccio/g4Qzx8tOCv8,,
Presentations from EHi Live,https://groups.google.com/forum/#!topic/ccio/nG8QAqJpe-I,,
Academic health informatics posts,https://groups.google.com/forum/#!topic/ccio/Eo1KLBEnw-Q,,
RE: PLUSONESUGGESTIONS,https://groups.google.com/forum/#!topic/ccio/xD1HHr-ovyA,,
Analyser reference range changes and plotting results,https://groups.google.com/forum/#!topic/ccio/n4I5C6E2KZw,,
Tech Fund 2,https://groups.google.com/forum/#!topic/ccio/4JdxYNM1rS0,,
E-Health Insider :: Fifth of patients have records access,https://groups.google.com/forum/#!topic/ccio/WqREckozk_k,,
The Gift That Just Keeps Giving,https://groups.google.com/forum/#!topic/ccio/5-1FRr3Tmlc,,
Xmas Greetings,https://groups.google.com/forum/#!topic/ccio/Lyg4OxK8VTc,,
Leadership,https://groups.google.com/forum/#!topic/ccio/_keJUlizctw,,
CCIO Document Library,https://groups.google.com/forum/#!topic/ccio/PCSNc4Se6VA,,
Innovating For Improvement - Health Foundation,https://groups.google.com/forum/#!topic/ccio/2f4rgCJPyyE,,
National Reporting and Learning System/Patient Safety Incident Management System Development - December 2014,https://groups.google.com/forum/#!topic/ccio/eWusd2-BQmk,,
Sneak Preview,https://groups.google.com/forum/#!topic/ccio/QGkCh6bbk7U,,
Data Migration,https://groups.google.com/forum/#!topic/ccio/LFf21ZSz8yU,,
thanks,https://groups.google.com/forum/#!topic/ccio/MHA51f6wHdk,,
PLUSONESUGGESTIONS,https://groups.google.com/forum/#!topic/ccio/eQ28nlBGjxo,,
Evaluation centre for eHealth Technologies,https://groups.google.com/forum/#!topic/ccio/Uxo-JbnCQ74,,
Fwd: IMPORTANT- your input required ASAP,https://groups.google.com/forum/#!topic/ccio/g5pfmcUhduA,,
RE: PLOS ONE: Randomised Trial of Text Messaging on Adherence to Cardiovascular Preventive Treatment (INTERACT Trial),https://groups.google.com/forum/#!topic/ccio/1RAUN4Ty7eM,,
Response required,https://groups.google.com/forum/#!topic/ccio/wMB42_yinwM,,
PLOS ONE: Randomised Trial of Text Messaging on Adherence to Cardiovascular Preventive Treatment (INTERACT Trial),https://groups.google.com/forum/#!topic/ccio/yjIaoPt5M2c,,
"Technology Fund, second phase",https://groups.google.com/forum/#!topic/ccio/_vUIDyDgSpU,,
Electronic patient communications and consent,https://groups.google.com/forum/#!topic/ccio/3At3U2c8mqo,,
Chapter headings contents of CCIO handbook starter for 10,https://groups.google.com/forum/#!topic/ccio/rBAEHIoxYWo,,
problems in Cambridge,https://groups.google.com/forum/#!topic/ccio/5XhDeRmaBjw,,
User Groups for Clinical Systems,https://groups.google.com/forum/#!topic/ccio/egiH-4SUQpM,,
IIGOP,https://groups.google.com/forum/#!topic/ccio/DTzGcYtdRRo,,
CCIO Acceleration Deliverables KG edit Nov 2014.docx,https://groups.google.com/forum/#!topic/ccio/uftP-hIB6v4,,
RE: Current CCIO Leaders Network Google Group Members,https://groups.google.com/forum/#!topic/ccio/uYeLvItPzLI,,
Clinical deployment guide,https://groups.google.com/forum/#!topic/ccio/avStTx8iAzk,,
Document management systems,https://groups.google.com/forum/#!topic/ccio/ffUhTqmY8uU,,
CCIO Developments in November and changes at EHM,https://groups.google.com/forum/#!topic/ccio/S7h8XoV_Ugw,,
RE: CCIO Developments in November and changes at EHM,https://groups.google.com/forum/#!topic/ccio/LArKcHUNITU,,
Write up of CCIO National Conference @ EHI Live,https://groups.google.com/forum/#!topic/ccio/6sNZla-58VM,,
Only patients can unlock the potential of electronic records , Opinion , Health Service Journal,https://groups.google.com/forum/#!topic/ccio/RJEVinqwOLg
Fwd: NHS IQ has just launched networks toolkit,https://groups.google.com/forum/#!topic/ccio/S08PgT_hyZ0,,
Clinical Digital Strategy,https://groups.google.com/forum/#!topic/ccio/43L4YCDMYLs,,
Fwd: Mental Health NHS Providers and System Suppliers Stakeholder User Groups,https://groups.google.com/forum/#!topic/ccio/vMSSNCKMTiQ,,
The Future,https://groups.google.com/forum/#!topic/ccio/54XHG2Tnyrs,,
CPD certificates,https://groups.google.com/forum/#!topic/ccio/x11C0PrNOQc,,
HSJ Top Innovators 2014 , Supplements , Health Service Journal,https://groups.google.com/forum/#!topic/ccio/XmAnJfKb5Xo
Re: IT support for integrated care in London,https://groups.google.com/forum/#!topic/ccio/quT2oaUntVc,,
Re: SCR,https://groups.google.com/forum/#!topic/ccio/REQrcNOdsgY,,
IT support for integrated care in London,https://groups.google.com/forum/#!topic/ccio/eFTFeZHLoRc,,
SCR,https://groups.google.com/forum/#!topic/ccio/i5dInBGq7lk,,
RE: NHS England > The NHS Five Year Forward View,https://groups.google.com/forum/#!topic/ccio/XST4JH9lbgo,,
Please trim those posts...,https://groups.google.com/forum/#!topic/ccio/lGiiO7fIWq8,,
NHS England » The NHS Five Year Forward View,https://groups.google.com/forum/#!topic/ccio/eJmTaRHV09E,,
RE: A point of order,https://groups.google.com/forum/#!topic/ccio/kaOq-52R92U,,
ePrescribing Masterclasses,https://groups.google.com/forum/#!topic/ccio/TFetn4DSZjQ,,
A point of order,https://groups.google.com/forum/#!topic/ccio/3vUI-3TljmA,,
IG regarding data sharing,https://groups.google.com/forum/#!topic/ccio/qRIa206mWeg,,
There’s only 3 weeks left to apply for the £650k NHS Innovation Challenge Prizes...,https://groups.google.com/forum/#!topic/ccio/ySvRPfnBS9c,,
RE: Partnership with NHS England on CCIO Network,https://groups.google.com/forum/#!topic/ccio/yDB6iMiLnBc,,
Partnership with NHS England on CCIO Network,https://groups.google.com/forum/#!topic/ccio/E9Kn-MW8E1g,,
"Future of Health Conference, 21st November, London",https://groups.google.com/forum/#!topic/ccio/uW90PF_C4xg,,
E-Health Insider :: Surgeons unaware of paperless plans,https://groups.google.com/forum/#!topic/ccio/p3LxbgVZv2I,,
Survey of top ten data items for acute trust to know about unconscious patient,https://groups.google.com/forum/#!topic/ccio/hl2itrFSRBM,,
App to help comms,https://groups.google.com/forum/#!topic/ccio/Tpf-kr4585A,,
"Paul Upton, 2014 CCIO Award for Clinical Leadership",https://groups.google.com/forum/#!topic/ccio/Z5wllRskEhs,,
RE: IG regarding data sharing,https://groups.google.com/forum/#!topic/ccio/Lu7qi7fakdU,,
Open Platform - Open Requirements/Citizen/Goverance/Viewer/APIs/Record Architecture proposal,https://groups.google.com/forum/#!topic/ccio/tci6IHFq1B8,,
RE: IG regarding data sharing,https://groups.google.com/forum/#!topic/ccio/eGQQ1QXIwaU,,
EMR survey tools,https://groups.google.com/forum/#!topic/ccio/JoYPwx_bkTM,,
EPR benefits,https://groups.google.com/forum/#!topic/ccio/Uqa7291oJmw,,
electronic patient correspondence,https://groups.google.com/forum/#!topic/ccio/gI3k0lxJiAg,,
Apps governance or approved App Store for healthcare?,https://groups.google.com/forum/#!topic/ccio/4HfBQfkAX-s,,
A view on GP electronic test requesting from the South East.,https://groups.google.com/forum/#!topic/ccio/sFrxTga0OTw,,
Fwd: Future dates for Clinical Safety Training,https://groups.google.com/forum/#!topic/ccio/N9tlmSNvMu4,,
Re: NHS Hack Day Leeds 27-28th September,https://groups.google.com/forum/#!topic/ccio/YqoTkUfXUhM,,
Best Practice Webinars,https://groups.google.com/forum/#!topic/ccio/V6oXTEsEtDk,,
Stroke Telemedicine Services,https://groups.google.com/forum/#!topic/ccio/nz_3A78b7FA,,
RE: Mental Health Systems,https://groups.google.com/forum/#!topic/ccio/_5c3FEnWM5c,,
CCIO Annual Survey,https://groups.google.com/forum/#!topic/ccio/DCIF6R25_10,,
Redacted business,https://groups.google.com/forum/#!topic/ccio/SMwDWXZe1bE,,
Value in Healthcare Awards 2014 , News , Health Service Journal,https://groups.google.com/forum/#!topic/ccio/Cx4WTlBnTg0
Patient Reported Outcome Measures (PROMs),https://groups.google.com/forum/#!topic/ccio/CUtKap_HFxY,,
NHS Innovation Challenge Fund,https://groups.google.com/forum/#!topic/ccio/68_5i8_LrB4,,
Mental Health Systems,https://groups.google.com/forum/#!topic/ccio/tdDsBZ3qBQg,,
Re: Initial CCIO competency framework,https://groups.google.com/forum/#!topic/ccio/qcztv4IvAP0,,
Social Intranets,https://groups.google.com/forum/#!topic/ccio/fQFzrbCCbpE,,
new CCIO,https://groups.google.com/forum/#!topic/ccio/E0WY5J5oSvU,,
2014 WiFi Survey,https://groups.google.com/forum/#!topic/ccio/WogJ7Wz_8HA,,
Initial CCIO competency framework,https://groups.google.com/forum/#!topic/ccio/iChp1hBJ-f8,,
I know you will shoot me for this,https://groups.google.com/forum/#!topic/ccio/Ybgp5YK1DxU,,
EHI Live & CCIO Leaders Network National Conference,https://groups.google.com/forum/#!topic/ccio/ikVnVznyetw,,
"CCIO Best Practice Webinar - ""Video Conferencing in the real world"" 26th September",https://groups.google.com/forum/#!topic/ccio/Dcl5m6TIIt4,,
BCS Primary Healthcare IT Specialist Group 9th-10th Oct 2014,https://groups.google.com/forum/#!topic/ccio/3tOFjUEEH8s,,
NHS Hack Day Leeds 27-28th September,https://groups.google.com/forum/#!topic/ccio/8iUnizuus_4,,
My gmail account has been hacked - thanks all for sending me a warning,https://groups.google.com/forum/#!topic/ccio/8YM1UHG43eI,,
"Re: Article: Clinical informatics: in the US, it’s certifiable",https://groups.google.com/forum/#!topic/ccio/mi6C5HmxTfc,,
Supporting Information for Appraisal and Revalidation. Guidance for Doctors working in Clinical Informatics.,https://groups.google.com/forum/#!topic/ccio/YapckYw6YnA,,
RFID login to EPR,https://groups.google.com/forum/#!topic/ccio/b6q8C9X1ZS8,,
Should patients be able to email their general practitioner? , The BMJ,https://groups.google.com/forum/#!topic/ccio/fQALvmbDRyk,
RE: 'Scriptswitch for lab tests',https://groups.google.com/forum/#!topic/ccio/OSDhHzpn_J4,,
Another open source EHR - CityEHR,https://groups.google.com/forum/#!topic/ccio/J6UJiGEvDbc,,
Technology to support nursing metrics data collection,https://groups.google.com/forum/#!topic/ccio/uDyCQmDX3yI,,
CCIO network- the future,https://groups.google.com/forum/#!topic/ccio/7m-YkbtkYsM,,
"Article: Clinical informatics: in the US, it’s certifiable",https://groups.google.com/forum/#!topic/ccio/cUhkw8xIta4,,
Medical links with social care,https://groups.google.com/forum/#!topic/ccio/SH3n9GRTqsE,,
Clinical safety and open source,https://groups.google.com/forum/#!topic/ccio/X1GO0l7ywVA,,
CCIO Leaders Network Summer School Presentations,https://groups.google.com/forum/#!topic/ccio/lbnE_mmmqtQ,,
NHS England » Patient safety alert on risks arising from breakdown and failure to act on communication during handover at the time of discharge from secondary care,https://groups.google.com/forum/#!topic/ccio/aLzSc6mJvZ0,,
RBAC,https://groups.google.com/forum/#!topic/ccio/JuHkc4hdnXA,,
Thoughts/advice on potential role out of EPR physical health template across primary/secondary care,https://groups.google.com/forum/#!topic/ccio/_1D9eFlKOAs,,
Sharing clinical records within a large combined community and mental health trust,https://groups.google.com/forum/#!topic/ccio/t0Retp6P1as,,
Job descriptions,https://groups.google.com/forum/#!topic/ccio/QNmL5Q59gxk,,
Re: September 9th - Joint Health CIO and CCIO Leaders Network Event,https://groups.google.com/forum/#!topic/ccio/4c4-5S6Dh5Y,,
FW: September 9th - Joint Health CIO and CCIO Leaders Network Event,https://groups.google.com/forum/#!topic/ccio/CCV3uNy7sYM,,
RE: Volunteers sought for future Best Practice Webinars,https://groups.google.com/forum/#!topic/ccio/eIr3HJftkp8,,
September 9th - Joint Health CIO and CCIO Leaders Network Event,https://groups.google.com/forum/#!topic/ccio/igeRF3PAaVE,,
FYI only Fwd: Hampshire Health Record (HHR) making a difference - case study from this week,https://groups.google.com/forum/#!topic/ccio/mwsoHm1Cti8,,
RE: Describing and measuring data quality,https://groups.google.com/forum/#!topic/ccio/_f1s_eO1Ji4,,
Re: Sharing clinical records within a large combined community and mental health trust,https://groups.google.com/forum/#!topic/ccio/bICEtTpgWqc,,
Describing and measuring data quality,https://groups.google.com/forum/#!topic/ccio/nFcycAq0DZI,,
Au revoir,https://groups.google.com/forum/#!topic/ccio/jw3seol0_BQ,,
CCIO Summer School 2014: Galleria on specialty systems,https://groups.google.com/forum/#!topic/ccio/EsmMSQqGJMc,,
North East network of networks meeting September 11th,https://groups.google.com/forum/#!topic/ccio/UWSO_rVlW5s,,
Next event - 9 September,https://groups.google.com/forum/#!topic/ccio/KSx2eu1agzk,,
FOSS Survey,https://groups.google.com/forum/#!topic/ccio/q3EWRqoJG1Y,,
AMIA,https://groups.google.com/forum/#!topic/ccio/pat3GO-PRu8,,
What is health,https://groups.google.com/forum/#!topic/ccio/wrxvgXoiUpA,,
CCIO Summer School 2014,https://groups.google.com/forum/#!topic/ccio/pkjCHlvwwoY,,
Suggestions for a name for the CCIO Summer School beer,https://groups.google.com/forum/#!topic/ccio/m3bcsCYg0Zc,,
Helpful resources,https://groups.google.com/forum/#!topic/ccio/d4iiAWguAhM,,
Jonathan's Money,https://groups.google.com/forum/#!topic/ccio/j3iedQhhvLw,,
Volunteers sought for future Best Practice Webinars,https://groups.google.com/forum/#!topic/ccio/l75pK1f2Xgg,,
Thank You,https://groups.google.com/forum/#!topic/ccio/9etdWxpvcS0,,
'Scriptswitch for lab tests',https://groups.google.com/forum/#!topic/ccio/t1lZ4LLGmh0,,
ICU - General EPR integration,https://groups.google.com/forum/#!topic/ccio/Wf8GHCIFqcg,,
Free wireless access for staff and patients and visitors,https://groups.google.com/forum/#!topic/ccio/gq9AHWPdD9c,,
Risk and Open Source Survey - University of Leeds,https://groups.google.com/forum/#!topic/ccio/TYQMiAsCjxA,,
NHS England launches the NHS Number survey for all Trusts,https://groups.google.com/forum/#!topic/ccio/vTXYcI1P7XE,,
Health Foundation funding: original research ideas on informatics in health care improvement,https://groups.google.com/forum/#!topic/ccio/2mdv6nIh7BM,,
First CCIO Best Practice Webinar - 27 June 1230-1330,https://groups.google.com/forum/#!topic/ccio/NfiqwFIUk1U,,
HSJ Inspirational Women 2014: Anne Cooper,https://groups.google.com/forum/#!topic/ccio/ASFIWKIsKPI,,
Moving on,https://groups.google.com/forum/#!topic/ccio/N6EYO9kGaIo,,
NHS England » NHS England launches the NHS Number survey for all Trusts,https://groups.google.com/forum/#!topic/ccio/Jm9PvgUKRhU,,
RE: First CCIO Best Practice Webinar - 27 June 1230-1330,https://groups.google.com/forum/#!topic/ccio/W0BpYQDfoCk,,
"ePrescribing, MHRA and rules that 'enforce' a paper adjunct in a digital system",https://groups.google.com/forum/#!topic/ccio/oDpQlKTGd2o,,
Clinical informatics - board in the USA - feature on EHI,https://groups.google.com/forum/#!topic/ccio/gSyugq3eOHU,,
RE: CCIO network channel editorial plan,https://groups.google.com/forum/#!topic/ccio/WeXonvE5rYQ,,
Is a paperless NHS achievable by 2018? Live discussion , Healthcare Professionals Network , theguardian.com,https://groups.google.com/forum/#!topic/ccio/H_QGK011fCs
ePrescribing Conference,https://groups.google.com/forum/#!topic/ccio/7_YRgD9cRJU,,
Your Questions - 'What is a workable definition of paperless by 2018?',https://groups.google.com/forum/#!topic/ccio/oAYgSo3sTlM,,
Network resources,https://groups.google.com/forum/#!topic/ccio/Pg5KfnpIXE0,,
diagnoses and interoperability,https://groups.google.com/forum/#!topic/ccio/usfjWBU6kEs,,
Re: Your Questions - 'What is a workable definition of paperless by 2018?',https://groups.google.com/forum/#!topic/ccio/85M2CLYdDs0,,
Re: System-wide CIS architecture,https://groups.google.com/forum/#!topic/ccio/h665qUTsrM0,,
Centile Calculation API and app,https://groups.google.com/forum/#!topic/ccio/KRALwAK8glw,,
RE: CCIO network channel editorial plan,https://groups.google.com/forum/#!topic/ccio/6Ivm2FXpVHY,,
LHCH - tis true,https://groups.google.com/forum/#!topic/ccio/CP0_sKd2opk,,
Royal Salford Hospital,https://groups.google.com/forum/#!topic/ccio/6oU8FW9TJHU,,
Open Source @ Moorfields,https://groups.google.com/forum/#!topic/ccio/cmHqaZUb_xM,,
Integrated Digital Care Fund - An invitation to be an assessor,https://groups.google.com/forum/#!topic/ccio/zgN8rNuBmwE,,
CCIO network channel editorial plan,https://groups.google.com/forum/#!topic/ccio/NrqH35R_USE,,
Communicating with patients,https://groups.google.com/forum/#!topic/ccio/jX6nx1_ADeU,,
Colin's Smith paper on Opensource software in the NHS (from 2002),https://groups.google.com/forum/#!topic/ccio/SNH9ObvjSUk,,
CCIO Open source,https://groups.google.com/forum/#!topic/ccio/y7bM0IPmk3g,,
Following on from CCIO call - Tech fund analysis,https://groups.google.com/forum/#!topic/ccio/qboP5RVC2c0,,
Specialised services/ Secondary-tertiary communication,https://groups.google.com/forum/#!topic/ccio/N-31lxyDyTM,,
Mobile working 'boom' in NHS despite project failures - 03 Apr 2014 - Computing News,https://groups.google.com/forum/#!topic/ccio/xhiI8KxnbVU,,
Laptops on ward rounds 'could save doctors an hour a day' , News , Health Service Journal,https://groups.google.com/forum/#!topic/ccio/B4f4RjqKITw
Fwd: Clinical Terminology Roadmap Consultation,https://groups.google.com/forum/#!topic/ccio/OIFVErrkf-0,,
Electronic Consent Process,https://groups.google.com/forum/#!topic/ccio/k6n8vp3ZcQI,,
"NHS Hack Day (software development day), 24 to 25th May 2014",https://groups.google.com/forum/#!topic/ccio/ILBHcfKl7es,,
External Funding for IT related quality improvement projects/ initiatives,https://groups.google.com/forum/#!topic/ccio/KGVPtfGz30U,,
Work/task scheduling systems,https://groups.google.com/forum/#!topic/ccio/xkwXDlaG31Y,,
Spine authentication,https://groups.google.com/forum/#!topic/ccio/baYcWc3N4Mk,,
"Care.data, National and local data sharing",https://groups.google.com/forum/#!topic/ccio/7Er8zBaUrq0,,
shared data for direct clinical care,https://groups.google.com/forum/#!topic/ccio/IsQ9VMvk9FI,,
TPP SystmOne new Open user forum,https://groups.google.com/forum/#!topic/ccio/kKKEaTIf88E,,
Handover,https://groups.google.com/forum/#!topic/ccio/hrjsQpQIZG8,,
RE: CRB(DBC) & floorwalkers,https://groups.google.com/forum/#!topic/ccio/q0Wp5M-0V1k,,
RE: Email between GPs and consultants,https://groups.google.com/forum/#!topic/ccio/z1g39V5-wmg,,
RE: Referral software,https://groups.google.com/forum/#!topic/ccio/VAGD_54PjQc,,
Alerts in systems and CUI guidance,https://groups.google.com/forum/#!topic/ccio/cB2bwXVPbts,,
Patient access to electronic records in secondary care,https://groups.google.com/forum/#!topic/ccio/i8y9608D22U,,
RE: Patient access to electronic records in secondary care,https://groups.google.com/forum/#!topic/ccio/dlZhswRvQbw,,
Proposal to accelerate the development of CCIOs,https://groups.google.com/forum/#!topic/ccio/Q9JyrhBb0go,,
Skype use for patient community contact and consultation,https://groups.google.com/forum/#!topic/ccio/l-I0eilSPcU,,
Clinical Digital Maturity Index score based on whether a trust has a CCIO,https://groups.google.com/forum/#!topic/ccio/Lnq1n3V4Rt4,,
Re: Meeting RCP standards for documentation,https://groups.google.com/forum/#!topic/ccio/GVXYN6ZHLC0,,
CCIO Leaders Network Annual Conference,https://groups.google.com/forum/#!topic/ccio/aPyZxM6vAwo,,
HIT fallacies and sober realities,https://groups.google.com/forum/#!topic/ccio/UP1rZClPlAA,,
Clinical Safety and the Display of Sample Collection Time on a Pathology Results Screen,https://groups.google.com/forum/#!topic/ccio/2Rho0J5rLWg,,
Digital Doctor Conference - Videos and Lectures,https://groups.google.com/forum/#!topic/ccio/-aDJEqhVij0,,
CCIOs and the power of collaboration free half day event 26 November in London,https://groups.google.com/forum/#!topic/ccio/PNPEcxHyoZk,,
Re: [nhshackday] Fwd: Natural language processing,https://groups.google.com/forum/#!topic/ccio/tDKWfONj-jw,,
Last 5 meters,https://groups.google.com/forum/#!topic/ccio/XhZLe7v0YAo,,
Natural language processing,https://groups.google.com/forum/#!topic/ccio/KRn1fbWKAJA,,
Help please: Anatomy and Physiology of NHS IT,https://groups.google.com/forum/#!topic/ccio/DMIfPH0ikb8,,
Re: Congratulations to Dr Rhidian Bramley CCIO of the year in EHI Awards,https://groups.google.com/forum/#!topic/ccio/Hq8GjToFxA8,,
RE: Patient access,https://groups.google.com/forum/#!topic/ccio/xbE82fmnqbA,,
Patient access,https://groups.google.com/forum/#!topic/ccio/2ruZlCgFdSM,,
RE: Secretary of State looking at OpenEyes at Moorfields tomorrow,https://groups.google.com/forum/#!topic/ccio/o62oerWTseU,,
"CCIO help sought for Safer Hospitals, Safer Hospitals Tech Fund judging",https://groups.google.com/forum/#!topic/ccio/z2C55zj8P28,,
Future Hospital: Caring for medical patients,https://groups.google.com/forum/#!topic/ccio/ulsHwzH8xd0,,
Secretary of State looking at OpenEyes at Moorfields tomorrow,https://groups.google.com/forum/#!topic/ccio/4BtBKxLD9Es,,
CCIO Survey question 2013,https://groups.google.com/forum/#!topic/ccio/lUw00SjJUZE,,
What makes an EPR exemplary?,https://groups.google.com/forum/#!topic/ccio/DjywacZyhqw,,
CCIOs and their teams,https://groups.google.com/forum/#!topic/ccio/RXIQ6ifsXM4,,
What makes an Exemplar EPR - take 2,https://groups.google.com/forum/#!topic/ccio/3SuUrmv2FP0,,
